"National.ID","Currency","Denomination","Closing.date.of.statement","Type.of.statement","Accounting.practice","Number.of.months","Fixed.assets","intangible.fixed.assets","tangible.fixed.assets","other.fixed.assets","Current.assets","stocks","debtors","other.current.assets","cash.and.cash.equivalent","Total.assets","Shareholders.Funds","capital","other.shareholders.funds..incl..reserves.","Non.current.liabilities","long.term.debt","other.non.current.liabilities..incl..provisions.","Current.Liabilities","loans","creditors","other.current.liabilities","Total.shareholders.funds.and.liabilities","Working.capital","Number.of.employees","Operating.revenue","Sales","Costs.of.goods.sold","Gross.profit","Other.operating.expenses","Operating.P.L","Financial.revenue","Financial.expenses","Financial.P.L","P.L.before.taxation","Taxation","P.L.after.taxation","Extraordinary.and.other.revenue","Extraordinary.and.other.expenses","Extraordinary.and.other.P.L","P.L.for.the.period","Export.turnover","Material.costs","Costs.of.employees","Depreciation","Interest.paid","Cash.flow","Added.value","Provisions","Own.Shares","Called.Up.Share.Capital"
"012244299","PLN","3","20211231","0","0","12","1427406","880","347329","1079197","739645",,"38184","701461","7406","2167051","235951","10000","225951","1024576",,"1024576","906524",,"20139","886385","2167051","18045","53","137999","124371",,,,"44027","5158","5132","26","44053","7883","36170",,,,"36170",,"216","11087","70989","5132","107159","131261",,,
"012244299","PLN","3","20201231","0","0","12","1263784","1130","309164","953490","661118",,"22336","638782","5188","1924902","219781","10000","209781","911568",,"911568","793553",,"9173","784380","1924902","13163","52","119139","106924",,,,"35398","4686","29549","-24863","10535","1436","9099",,,,"9099",,"238","10231","55131","6083","64230","81980",,,
"012853986","PLN","3","20231231","0","0","12","4334",,"2259","2075","10482","6391","3431","660","124","14816","11026","500","10526","7",,"7","3784","902","1943","939","14816","7879","14","39029","38523",,,,"1782","127","246","-119","1663","368","1295",,,,"1295",,"32694","2260","173","246","1468","4342","7",,
"012853986","PLN","3","20221231","0","0","12","3218",,"1142","2076","20780","14202","3952","2626","524","23998","9731","500","9231","5",,"5","14263","2940","10735","588","23998","7420","14","37539","37184",,,,"1126","8","225","-217","909","216","693",,,,"693",,"32225","2137","171","190","863","3406","5",,
"012853986","PLN","3","20211231","0","0","12","2737","3","1159","1574","10592","6086","2575","1931","507","13329","9038","500","8538","149",,"149","4142","942","2286","914","13329","6375","12","30478","29443",,,,"1517","8","180","-173","1344","189","1155",,,,"1155",,"25182","1866","230","68","1385","3508","7",,
"012853986","PLN","3","20201231","0","0","12","2322","6","1231","1085","11829","5965","5208","656","166","14151","7883","500","7383","13",,"13","6256","1321","3097","1838","14151","8076","12","29105","28357",,,,"1526","8","183","-175","1351","281","1070",,,,"1070",,"24197","1823","234","85","1304","3492","13",,
"510884205","PLN","3","20231231","0","0","12","725280","1427","707649","16203","267609","3066","25421","239123","237641","992889","731194","693297","37898","57628","595","57034","204066","245","18969","184852","992889","9518",,"551627","513562",,,,"-1240","6427","761","5667","4426","177","4249",,,,"4249",,"63356","296800","26031","146","30280","327403","56997",,
"510884205","PLN","3","20221231","0","0","12","714615","1121","707851","5643","291990","3920","27881","260189","258174","1006605","695276","631244","64032","52452","839","51612","258877","245","21571","237062","1006605","10230",,"509513","474635",,,,"26771","4545","397","4148","30918","97","30821",,,,"30821",,"50405","262010","27832","81","58653","320842","51542",,
"510884205","PLN","3","20211231","0","0","12","727795","732","703355","23708","284018","3327","25213","255478","254354","1011813","699753","638136","61617","53179","1084","52095","258880","245","24873","233762","1011813","3666",,"480520","451413",,,,"28778","225","438","-213","28564","96","28468",,,,"28468",,"43066","253350","27624","34","56093","309572","52095",,
"510884205","PLN","3","20201231","0","0","12","729770","552","673960","55258","267252","4630","41871","220751","219845","997022","685948","603615","82333","57097","1329","55768","253977","245","24307","229426","997022","22194",,"463272","431114",,,,"48660","636","74","562","49223","163","49060",,,,"49060",,"40541","242184","21944","59","71003","313409","55676",,
"631255378","PLN","3","20221231","0","0","12","21359","2630","5545","13184","853260","86380","246234","520647","18349","874619","125807","12730","113077","15853",,"15853","732960",,"663099","69861","874619","-330485","1004","9878628","9875367",,,,"69845","29000","55236","-26236","43610","9386","34223",,,,"34223",,"9627884","72937","3840","51558","38063","171945","15853",,
"631255378","PLN","3","20211231","0","0","12","20599","3553","6286","10760","866673","118236","321050","427386","11053","887272","127139","12730","114409","13317",,"13317","746816","181","702859","43776","887272","-263573","1077","8578567","8574489",,,,"51277","9311","16359","-7048","44229","8673","35555",,,,"35555",,"8364697","70317","4063","13904","39618","132513","13317",,
"631255378","PLN","3","20201231","0","0","12","20663","3840","6679","10144","1010806","201998","294903","513905","12617","1031469","124032","12730","111302","13131",,"13131","894307","49423","808421","36462","1031469","-311520","1180","8128754","8122171",,,,"47979","7860","15592","-7732","40247","7799","32448",,,,"32448",,"7911071","67624","3693","12232","36141","123795","12131",,
"170919369","PLN","3","20231231","0","0","12","23462",,"23304","159","18602","1035","2880","14687","14592","42065","36820","2230","34590","376",,"376","4868",,"1507","3361","42065","2408","249","57250","56877",,,,"4805","420","1","419","5224","1026","4198",,,,"4198",,"17284","17611","7104",,"11302","29939","376",,
"170919369","PLN","3","20221231","0","0","12","22958",,"22790","168","14821","1157","2856","10808","10746","37779","32623","2230","30393","258",,"258","4899",,"1868","3030","37779","2144","238","45821","45598",,,,"-200","135","43","92","-108","-15","-93",,,,"-93",,"17735","13839","6473","43","6380","20247","258",,
"170919369","PLN","3","20211231","0","0","12","25545","3","25397","145","11052","909","1459","8684","8615","36597","33056","2230","30826","256",,"256","3285",,"1098","2187","36597","1270","220","34936","30008",,,,"1836","7",,"7","1843","259","1584",,,,"1584",,"10034","11405","5651",,"7235","18899","256",,
"170919369","PLN","3","20201231","0","0","12","16614",,"16482","133","19421","862","2482","16077","15993","36035","31473","2230","29243","316",,"316","4246",,"2372","1874","36035","972","227","31730","30658",,,,"-516","106",,"106","-410","228","-637",,,,"-637",,"8347","10601","4682",,"4044","14873","316",,
"013160890","PLN","3","20231231","0","0","12","13126","4121","6049","2956","35387","335","31453","3599","1007","48513","17095","13575","3520","9651",,"9651","21767","10615","2380","8772","48513","29408","160","131908","127577",,,,"39452","26","2029","-2003","37449","7565","29884",,,,"29884",,"2487","20517","3873","1369","33757","63209","8088",,
"013160890","PLN","3","20221231","0","0","12","10420","2524","5430","2467","36393","628","33190","2576","837","46813","21616","14683","6933","10197",,"10197","15000","4832","2861","7307","46813","30957","150","134000","130033",,,,"43133","264","960","-695","42438","8455","33982",,,,"33982",,"2476","21194","3683","960","37666","68274","8850",,
"013160890","PLN","3","20211231","0","0","12","7616","2025","3453","2138","40358","632","35165","4561","3481","47974","28204","14660","13544","8947",,"8947","10822",,"2157","8665","47974","33641","151","131782","127899",,,,"49627","11","1454","-1443","48184","5715","42469",,,,"42469",,"1743","18615","3017","801","45487","70618","8224",,
"013160890","PLN","3","20201231","0","0","12","5971","3199","2627","145","48703","579","31760","16364","15641","54674","34626","13250","21376","7280",,"7280","12767",,"2743","10024","54674","29596","154","119307","115659",,,,"49148","657","731","-75","49074",,"49074",,,,"49074",,"1468","16108","2764","731","51837","68676","6927",,
"230069410","PLN","3","20221231","0","0","12","211734","34","129733","81967","325623","114269","127567","83787","41321","537357","330568","12500","318068","42768","23242","19527","164021","77689","60654","25678","537357","181181","338","998595","986499",,,,"36114","14647","4171","10476","46590","6516","40074",,,,"40074",,"867709","25208","19622","4171","59696","95591","6704",,
"230069410","PLN","3","20211231","0","0","12","233000","232","146100","86669","298953","92937","133352","72663","53691","531953","291693","12500","279193","128770","94358","34411","111490","37805","48417","25268","531953","177872","1070","1161331","1145736",,,,"37128","13430","5845","7585","44713","6622","38091",,,,"38091",,"1006357","31174","22162","3280","60253","101329","5620",,
"230069410","PLN","3","20201231","0","0","12","278959","526","214555","63877","333611","93227","181803","58581","37595","612569","360279","12500","347779","132862","82610","50252","119429","2334","80574","36520","612569","194456","1176","1581399","1569612",,,,"53855","5141","3393","1748","55603","14097","41505",,,,"41505",,"1359834","43832","20815","3389","62320","123638","10418",,
"812442100","PLN","3","20221231","0","0","12","66662",,"61338","5325","3673","350","1102","2221","1963","70336","41857","4","41853","16923","15159","1764","11556","7053","3183","1320","70336","-1731",,"75148","71462",,,,"24986","80","584","-505","24481",,"24481",,,,"24481",,"24770","9566","4238","340","28719","38625",,,
"812442100","PLN","3","20211231","0","0","12","58012",,"58012",,"4829","287","565","3977","3728","62841","35413","4","35409","16990","15354","1636","10439","3449","2435","4555","62841","-1583","178","69369","59612",,,,"33375","138","300","-163","33212",,"33212",,,,"33212",,"15765","7408","3891","296","37103","44808",,,
"812442100","PLN","3","20201231","0","0","12","59477",,"59477",,"2167","173","207","1787","1517","61643","33453","4","33450","18062","13848","4214","10128","5286","1367","3475","61643","-987","192","45133","43688",,,,"14444","13","1356","-1343","13101",,"13101",,,,"13101",,"12412","6732","4044","267","17145","24143",,,
"004610793","PLN","3","20231231","0","0","12","36186","42","34475","1669","35097","15059","13122","6916","6647","71283","62910","226","62684","2196",,"2196","6177",,"3400","2776","71283","24781","101","92341","91547",,,,"8628","1098","218","879","9507","1697","7809",,,,"7809",,"57182","9073","2133","218","9942","20931","1013",,
"004610793","PLN","3","20221231","0","0","12","39478",,"21939","17539","43763","23340","12728","7695","7483","83241","60575","226","60349","1985",,"1985","20681","279","19023","1379","83241","17045","58","81847","80814",,,,"8888","967","128","839","9727","1805","7922",,,,"7922",,"53726","5749","1209","128","9131","16813","713",,
"004610793","PLN","3","20211231","0","0","12","35008",,"17351","17658","30851","9079","10928","10844","10700","65859","56253","226","56027","1782","279","1503","7824","557","6485","781","65859","13522","54","65291","63575",,,,"8283","707","117","590","8872","1391","7482",,,,"7482",,"41964","4309","740","35","8222","13957","643",,
"004610793","PLN","3","20201231","0","0","12","26927",,"9325","17602","32203","8919","8517","14767","14584","59130","50771","226","50545","2990","2190","800","5369",,"4706","662","59130","12730","44","56278","55466",,,,"7272","1291","50","1241","8513","1406","7107",,,,"7107",,"35805","3651","805","50","7912","13019","631",,
"012250271","PLN","3","20221231","0","0","12","102074","8584","37723","55768","26708","13161","11353","2194","47","128783","61687","21000","40687","21874","18815","3059","45221","13114","11796","20311","128783","12719","143","58268","55965",,,,"4622",,"4418","-4418","205",,"205",,,,"205",,"33154","7563","5427","4148","5632","17343","544",,
"012250271","PLN","3","20211231","0","0","12","95294","2759","38871","53664","25765","7507","13249","5009","4207","121060","65381","21000","44381","32301","27635","4666","23378","7512","5423","10443","121060","15333","107","42326","39953",,,,"7257",,"1753","-1753","5504",,"5504",,,,"5504",,"16551","7074","5591","1714","11095","19883","503",,
"012250271","PLN","3","20201231","0","0","12","90010","3845","39692","46474","14858","6055","8261","543","146","104869","59876","21000","38876","14694","10768","3927","30298","4989","9401","15908","104869","4915","103","50391","48283",,,,"7471","621","1830","-1210","6261",,"6261",,,,"6261",,"25285","5692","5259","1278","11520","18490","430",,
"590757832","PLN","3","20231231","1","0","12","52035",,"48240","3795","164903","137704","10983","16216","14685","216938","138084","4342","133742","16303","8413","7890","62551","35067","14532","12951","216938","134154",,"181815","177559",,,,"32437","409","2556","-2147","30290","5574","24717",,,,"24717",,"91434","13449","4567","2530","29284","50837","4455",,
"590757832","PLN","3","20231231","0","0","12","95933",,"48240","47693","56402","35932","18048","2422","893","152335","102322","4342","97980","26600","8413","18187","23413","5478","14205","3730","152335","39775","193","108872","106366",,,,"3411","3860","2528","1332","4743","411","4332",,,,"4332",,"50534","13449","4567","2524","8899","25283","5497",,
"590757832","PLN","3","20221231","1","0","12","52115",,"47768","4347","165423","133478","9309","22636","19833","217539","113344","4342","109002","20256","11689","8567","83939","5509","5836","72594","217539","136952",,"122544","120872",,,,"14723","286","1747","-1461","13262","3954","9308",,,,"9308",,"51639","12779","4403","1737","13711","32182","5148",,
"590757832","PLN","3","20221231","0","0","12","95182",,"47767","47415","49580","31125","13558","4896","2098","144762","97990","4342","93648","21298","11689","9609","25474","5509","5603","14362","144762","39081","198","117890","116712",,,,"12304","4978","1743","3235","15539","3475","12064",,,,"12064",,"51552","12779","4403","1733","16467","34455","6191",,
"590757832","PLN","3","20211231","1","0","12","51405","1","46451","4952","157247","93551","9374","54322","52576","208652","104036","4342","99694","26220","17881","8339","78396","3992","7656","66747","208652","95269",,"147428","144730",,,,"35971","5","1041","-1037","34934","6810","28124",,,,"28124",,"56464","11640","3889","1028","32013","51492","4583",,
"590757832","PLN","3","20211231","0","0","12","87593","1","46451","41141","47714","29634","14218","3862","2127","135307","85926","4342","81584","27066","17881","9185","22315","3991","7481","10842","135307","36370","202","105319","103399",,,,"9792","3184","994","2190","11982","2336","9646",,,,"9646",,"42419","11640","3889","982","13535","28493","5429",,
"590757832","PLN","3","20201231","1","0","12","51032",,"46115","4917","140128","98174","5069","36885","35225","191160","76128","4342","71786","28950","21290","7660","86082","5829","6847","73406","191160","96396",,"92233","91404",,,,"6352","21","1274","-1252","5099","1822","3277",,,,"3277",,"35608","10970","3655","1274","6933","20998","3976",,
"590757832","PLN","3","20201231","0","0","12","89239",,"46114","43124","35156","22753","8611","3792","2142","124395","76280","4342","71938","27864","19514","8349","20251","5826","6757","7668","124395","24607","207","88217","87572",,,,"3921","1881","1113","768","4689","1986","2703",,,,"2703",,"35606","10970","3655","1113","6359","20428","4665",,
"290760306","PLN","3","20221231","0","0","12","4768",,"583","4185","1346",,"1236","109","109","6113","2852","2444","408","339","339",,"2923","1479","556","887","6113","680","42","4510","4371",,,,"197","50","31","18","215",,"215",,,,"215",,"210","2511","24","31","239","2782",,,
"290760306","PLN","3","20211231","0","0","12","4791",,"607","4185","1279",,"1256","23","23","6071","2636","2444","193","377","377",,"3058","1057","539","1462","6071","717","51","5012","4620",,,,"63",,"39","-39","24",,"24",,,,"24",,"199","2973","24","39","48","3060",,,
"290760306","PLN","3","20201231","0","0","12","4851",,"666","4185","1435",,"1430","5","5","6286","2612","2444","169","455","455",,"3219","690","738","1791","6286","692","54","4700","4616",,,,"-593",,"26","-26","-619",,"-619",,,,"-619",,"382","3221","38","26","-581","2666",,,
"012926952","PLN","3","20221231","0","0","12","7877","162","760","6954","79097",,"26109","52988","1016","86974","10635","17103","-6468","13423",,"13423","62915","5632","12370","44913","86974","13739",,"95645","82908",,,,"11201","89","597","-508","10693","1470","9223",,,,"9223",,"1436","30138","1157","533","10380","42522","13033",,
"012926952","PLN","3","20211231","0","0","12","5674","217","837","4620","53123","1","20826","32296","4529","58797","1422","10257","-8835","14802",,"14802","42572",,"5503","37070","58797","15324","282","68069","65915",,,,"3919","184","449","-265","3655","653","3001",,,,"3001",,"966","22208","1127","332","4128","27322","9970",,
"012926952","PLN","3","20201231","0","0","12","6174","21","1165","4988","67535","1","37973","29561","963","73709","-8407","10257","-18664","19844",,"19844","62271","10910","15685","35676","73709","22289","236","67460","65235",,,,"3804","452","1723","-1271","2533","312","2221",,,,"2221",,"869","19423","862","488","3083","23305","9637",,
"272036412","PLN","3","20231231","0","0","12","54697","18574","33364","2759","12230","4077","6706","1447","205","66926","28057","71","27986","13932","8709","5223","24937","8044","2578","14314","66926","8205","83","38501","37375",,,,"3559","327","1146","-818","2740","449","2291",,,,"2291",,"10946","9284","6625","1138","8916","19788","80",,
"272036412","PLN","3","20221231","0","0","12","28224","4669","20458","3098","25421","3708","5973","15740","482","53646","26006","71","25935","6183","2999","3185","21456","4362","2703","14392","53646","6979","82","33434","32407",,,,"3474","76","950","-874","2600","521","2079",,,,"2079",,"8998","8564","5732","843","7811","17739","85",,
"272036412","PLN","3","20211231","0","0","12","24452","239","20795","3418","25226","1832","5945","17449","842","49677","24167","71","24096","6300","3667","2633","19211","5142","1626","12443","49677","6151","80","30703","29908",,,,"3799","61","502","-441","3358","579","2779",,,,"2779",,"8182","7503","4967","385","7746","16214","80",,
"272036412","PLN","3","20201231","0","0","12","30819","12","20474","10332","12356","1197","5464","5695","1222","43175","21627","71","21557","5710","3473","2237","15837","4128","535","11175","43175","6126","83","26753","26413",,,,"2973","225","570","-345","2628","531","2097",,,,"2097",,"6510","6642","4600","457","6697","14327","67",,
"190783368","PLN","3","20231231","0","0","12","6795",,"6143","652","2475","64","2344","66","10","9269","7068","7011","57","280","280",,"1921","482","1233","207","9269","1176","36","5429","5337",,,,"93",,"36","-36","57",,"57",,,,"57",,"330","2497","374",,"430","2927",,,
"190783368","PLN","3","20221231","0","0","12","7036",,"6386","650","2119","21","2017","81","34","9156","7633","7011","622","280","280",,"1243",,"1044","199","9156","994",,"6120","6076",,,,"623","3","4","-1","622",,"622",,,,"622",,"385","2550","193",,"815","3364",,,
"190783368","PLN","3","20211231","0","0","12","6798",,"6066","733","2562","43","2437","83","39","9361","8361","7005","1356",,,,"999",,"792","207","9361","1688","40","5795","5488",,,,"1353","3",,"3","1356",,"1356",,,,"1356",,"366","2417","87",,"1443","3860",,,
"190783368","PLN","3","20201231","0","0","12","6990",,"6257","733","1876","18","1758","100","28","8866","8075","6997","1078",,,,"791",,"188","603","8866","1588","33","4585","4524",,,,"1078",,,,"1078",,"1078",,,,"1078",,"322","1747","161",,"1238","2986",,,
"270548378","PLN","3","20221231","0","0","12","2308",,,,"1677",,"446","1230",,"3985","2304","120","2184",,,,,,,,"3985","446","1","792","745",,,,"344",,,,"344",,"344",,,,"344",,"127","64","24",,"368","433",,,
"270548378","PLN","3","20211231","0","0","12","2257",,"712","1545","1324",,"74","1250","1245","3582","1931","120","1810",,,,"1651",,"117","1534","3582","-43",,"1011","991",,,,"-201","41","25","16","-184",,"-184",,,,"-184",,"184","86","25","24","-159","-49",,,
"270548378","PLN","3","20201231","0","0","12","2107",,"737","1370","1549",,"104","1444","1365","3656","2084","120","1964",,,,"1571",,"144","1427","3656","-40","2","1024","1005",,,,"-263","38","25","13","-250",,"-250",,,,"-250",,"222","144","31","24","-219","-51",,,
"192638937","PLN","3","20221231","0","0","12","1430",,"630","800","11181","5187","2323","3671","3663","12611","6404","60","6344",,,,"6208","91","2714","3403","12611","4796","10","8832","8802",,,,"831","115",,"115","946","180","766",,,,"766",,"5302","759","8",,"774","1713",,,
"192638937","PLN","3","20211231","0","0","12","1317",,"517","800","8034","3286","1828","2920","2909","9351","6131","60","6071",,,,"3220","272","1202","1746","9351","3913","11","11098","10756",,,,"1502",,,,"1502","223","1279",,,,"1279",,"5816","704","3",,"1282","2209",,,
"192638937","PLN","3","20201231","0","0","12","1291",,"491","800","6310","1194","2003","3113","3090","7601","5093","60","5033","693","693",,"1815",,"1362","453","7601","1835","14","8966","8895",,,,"896","31",,"31","926","176","750",,,,"750",,"5299","621","22",,"773","1569",,,
"070834179","PLN","3","20221231","0","0","12","29214",,"5567","23647","253",,"67","186","84","29466","11649","565","11084","17339","17339",,"478","74","201","203","29466","-134","6","7905","3210",,,,"5977","2378","1849","529","6505","333","6172",,,,"6172",,"114","177","259","1748","6431","8689",,,
"070834179","PLN","3","20211231","0","0","12","25770",,"7098","18671","404",,"159","246","107","26174","5477","565","4912","20340","20305","35","357","86","12","260","26174","147","3","3486","3410",,,,"1132","369","1481","-1112","20",,"20",,,,"20",,"172","335","336","1162","356","1852","12",,
"070834179","PLN","3","20201231","0","0","12","17911",,"7425","10486","1900",,"880","1020","53","19811","5457","565","4892","23",,"23","14331","14134","15","182","19811","866","2","3313","3284",,,,"1518","165","1425","-1261","257",,"257",,,,"257",,"180","88","419","1282","676","2046",,,
"072826770","PLN","3","20221231","0","0","12","4",,"4",,"3386",,"3224","162","155","3391","1236","50","1186",,,,"2155","21","2101","33","3391","1123","10","1287","1280",,,,"159",,"40","-40","118","11","107",,,,"107",,"9","596",,,"107","714",,,
"072826770","PLN","3","20211231","0","0","12","4",,"4",,"3325",,"3126","199","194","3329","1128","50","1078",,,,"2201","59","2109","33","3329","1017","10","1198","1135",,,,"195","3","44","-40","155","9","147",,,,"147",,"26","542",,,"147","697",,,
"072826770","PLN","3","20201231","0","0","12","4",,"4",,"3300","13","3218","69","66","3305","982","50","932",,,,"2323","134","2167","23","3305","1064","10","1582","1486",,,,"177","19","35","-16","161","18","142",,,,"142",,"9","489","11",,"153","660",,,
"852651568","PLN","3","20221231","0","0","12","66",,"60","7","1105","48","822","236",,"1171","1111","50","1061",,,,"60",,"47","13","1171","822",,,,,,,,,,,,,,,,,,,,,,,,,,,
"852651568","PLN","3","20211231","0","0","12","66",,"60","7","1105","48","822","236",,"1171","1112","50","1062",,,,"60",,"47","13","1171","822","1",,,,,,"-1",,,,"-1",,"-1",,,,"-1",,,,,,"-1","-1",,,
"852651568","PLN","3","20201231","0","0","12","66",,"60","7","1106","48","822","236",,"1172","1113","50","1063",,,,"60",,"47","13","1172","823","1",,,,,,"-10",,,,"-10",,"-10",,,,"-10",,"8",,"1",,"-9","-9",,,
"311610002","PLN","3","20221231","0","0","12","185",,"12","173","950",,"852","99","52","1135","105","60","45","281","274","8","749","286","47","416","1135","804","29","3642","3580",,,,"193","1","64","-64","129","6","123",,,,"123",,"263","2032","14","64","137","2240",,,
"311610002","PLN","3","20211231","0","0","12","217",,"24","193","1015",,"960","55","17","1232","-18","60","-78","235","196","39","1014","223","292","499","1232","667","29","3019","2845",,,,"-477","14","66","-52","-528",,"-528",,,,"-528",,"212","2032","26","35","-503","1565",,,
"311610002","PLN","3","20201231","0","0","12","287","10","33","245","1029",,"981","48","10","1316","510","60","450","69",,"69","737","96","183","459","1316","798","28","3377","2753",,,,"-367","2","12","-10","-377",,"-377",,,,"-377",,"165","2092","25","12","-352","1752",,,
"003526990","PLN","3","20221231","0","0","12","34","1","7","26","31317","1306","29770","242","156","31351","3631","50","3581",,,,"27720",,"26222","1498","31351","4854",,,,,,,"-17",,,,"-17",,"-17",,,,"-17",,,,,,"-17","-17",,,
"003526990","PLN","3","20211231","0","0","12","34","1","7","26","31332","1306","29765","262","176","31366","3648","50","3598",,,,"27719",,"26220","1498","31366","4850",,,,,,,"-15",,,,"-15",,"-15",,,,"-15",,,,,,"-15","-15",,,
"003526990","PLN","3","20201231","0","0","12","34","1","7","26","31348","1306","29759","283","197","31382","3663","50","3613",,,,"27719",,"26221","1498","31382","4845",,"17","17",,,,"-7",,,,"-7",,"-7",,,,"-7",,"4",,,,"-7","-7",,,
"200014674","PLN","3","20221231","0","0","12","4551",,"4551",,"2384",,"698","1686","1213","6934","4484","720","3764","1430","1430",,"1020","116","28","876","6934","670","2","1132","1098",,,,"344","20","152","-132","212","20","192",,,,"192",,"218","106","208","152","400","679",,,
"200014674","PLN","3","20210430","0","0","16","4611",,"4611",,"2237",,"697","1540","1033","6848","4434","720","3714","1600","1600",,"814","121","15","679","6848","682","2","1378","1299",,,,"467","3","189","-186","280",,"280",,,,"280",,"239","161","210","189","490","840",,,
"340052634","PLN","3","20231231","0","0","12","184",,"184",,"4762","145","1880","2736","2636","4945","4411","50","4361",,,,"535",,"179","355","4945","1846","2","4093","3942",,,,"1145","12","1","11","1156","128","1028",,,,"1028",,"688","84","4",,"1033","1245",,,
"340052634","PLN","3","20221231","0","0","12","165",,"165",,"3470","94","1881","1496","1392","3636","3382","50","3332",,,,"253",,"88","165","3636","1886","2","3744","3615",,,,"889","5","4",,"890","66","823",,,,"823",,"421","72","18",,"842","980",,,
"340052634","PLN","3","20211231","0","0","12","148",,"148",,"2511","171","1710","630","518","2659","2559","50","2509",,,,"100",,"35","64","2659","1846","4","1692","1407",,,,"133","1","1",,"133",,"133",,,,"133",,"161","83","7",,"140","223",,,
"340052634","PLN","3","20201231","0","0","12","154",,"154",,"2509","158","1538","813","419","2664","2341","50","2291",,,,"237",,"149","89","2664","1547","4","1419","1317",,,,"2","8","19","-11","-9",,"-9",,,,"77",,"286","104","10",,"87","191",,,
"140415801","PLN","3","20221231","0","0","12","10331","1708","42","8581","36711",,"30212","6499","4229","47042","29252","70","29182",,,,"17790","630","13721","3440","47042","16492","146","126497","125720",,,,"6496","130","440","-310","6186","-105","6291",,,,"6291",,"1155","18181","1039","426","7330","25832",,,
"140415801","PLN","3","20211231","0","0","12","7584",,"98","7486","31016","145","19660","11211","5294","38600","21905","70","21836","49",,"49","16646","2940","10154","3552","38600","9651","146","95062","95035",,,,"6522","97","173","-76","6446","6","6440",,,,"6440",,"2716","14829","315","173","6755","21763","49",,
"140415801","PLN","3","20201231","0","0","12","5836","4","163","5669","22662","4","18044","4614","730","28498","15465","70","15396","31",,"31","13002","1837","8995","2170","28498","9052","106","79868","79860",,,,"6467","82","155","-73","6394","97","6297",,,,"6297",,"1104","12076","163","155","6460","18788","31",,
"180191262","PLN","3","20221231","0","0","12","17089","9031","7989","69","36869","24320","11436","1114","1098","53958","32435","38200","-5765","2240","1435","805","19284","3180","10782","5322","53958","24974","116","88554","88405",,,,"287","294","386","-92","195","85","110",,,,"110",,"76695","5229","750","297","860","6471","736",,
"180191262","PLN","3","20211231","0","0","12","17708","9147","8494","66","33631","18545","13683","1402","1387","51339","32325","38200","-5875","2437","1685","752","16577","1773","11871","2934","51339","20358","121","91452","89839",,,,"802","169","180","-12","790","172","618",,,,"618",,"79722","4896","790","139","1408","6615","648",,
"180191262","PLN","3","20201231","0","0","12","18304","9263","8979","62","33480","18331","13442","1707","1689","51784","31707","38200","-6493","1950","1330","620","18127","4764","10534","2830","51784","21239","126","74931","74244",,,,"-575","21","308","-287","-862","87","-948",,,,"-948",,"65761","4615","749","284","-200","4786","472",,
"020704346","PLN","3","20231231","0","0","12","15924",,"15612","312","1786",,"247","1539","1524","17710","17467","30","17437","72",,"72","171",,"31","141","17710","216",,"5505","5488",,,,"2888","309","217","91","2980",,"2980",,,,"2980",,"236","288","995","217","3975","4480",,,
"020704346","PLN","3","20221231","0","0","12","16301",,"16007","294","5820","12","712","5096","4891","22121","19246","30","19216","72",,"72","2803","3","283","2518","22121","441","3","5413","5321",,,,"2999","47",,"47","3046",,"3046",,,,"3046",,"220","268","920",,"3966","4234",,,
"020704346","PLN","3","20211231","0","0","7","15867",,"15590","277","3200","12","273","2915","2910","19067","18597","30","18567","61",,"61","409","7","321","81","19067","-36","3","4960","3109",,,,"3663","219",,"219","3882",,"3882",,,,"3882",,"434","131","323",,"4204","4335",,,
"020704346","PLN","3","20201231","0","0","3","17802",,"16104","1698","4130","12","180","3938","3932","21932","20570","30","20540","61",,"61","1301",,"132","1170","21932","61","3","1329","1303",,,,"517","4","3","2","519",,"519",,,,"519",,"242","40","320","3","839","881",,,
"020745859","PLN","3","20221231","0","0","12","2448","660","327","1461","4753","300","1395","3058","1903","7201","4186","530","3656","164",,"164","2850","35","224","2591","7201","1471","20","19566","17496",,,,"2988","28","74","-46","2941","562","2380",,,,"2380",,"113","3525","311","49","2691","6826","164",,
"020745859","PLN","3","20211231","0","0","12","1521","886","7","628","3555",,"1756","1799","35","5076","1806","530","1277","111","35","76","3159","304","50","2805","5076","1706","17","6906","5438",,,,"106","19","63","-45","61","48","13",,,,"13",,"102","2937","268","27","281","3293","76",,
"020745859","PLN","3","20201231","0","0","12","1817","1112","17","688","1872",,"1196","676","159","3689","1793","185","1608","28",,"28","1867","274","48","1545","3689","1148","14","5058","4379",,,,"1310","69","914","-845","466","138","328",,,,"328",,"82","1430","84","55","412","2035","28",,
"020817441","PLN","3","20221231","0","0","12","1121",,"715","406","4242","1130","2847","265","213","5363","1511","50","1461","78","78",,"3774",,"3314","460","5363","663","21","26492","26298",,,,"606","8","30","-22","584",,"584",,,,"584",,"16969","2046","203","10","787","2843",,,
"020817441","PLN","3","20211231","0","0","12","1084",,"898","186","3657","804","2592","261","206","4741","927","50","877","157","157",,"3657",,"3085","573","4741","311",,"19646","19265",,,,"-718","944","31","913","195",,"195",,,,"195",,"13353","1738","206","31","400","2169",,,
